Accepted.SIVIM;Original.EuroMed;Accepted.EuroMed;Expert.Revision;Analysis.Names;Rank;Genus;Family;Order;Class;Group;Native
Thelypteris palustris;Thelypteris palustris;Thelypteris palustris;Thelypteris palustris;Thelypteris palustris;sp.;Thelypteris;Thelypteridaceae;Polypodiales;Polypodiopsida;Tracheophytes;Yes
Thesium;Thesium;Thesium;Thesium;Thesium;gen.;Thesium;Santalaceae;Santalales;Magnoliopsida;Tracheophytes;Yes
Thesium alpinum;Thesium alpinum;Thesium alpinum;Thesium alpinum;Thesium alpinum;sp.;Thesium;Santalaceae;Santalales;Magnoliopsida;Tracheophytes;No
Thesium humifusum;Thesium humifusum;Thesium humifusum;Thesium humifusum;Thesium humifusum;sp.;Thesium;Santalaceae;Santalales;Magnoliopsida;Tracheophytes;Yes
Thesium pratense subsp. pyrenaicum;Thesium pyrenaicum subsp. pyrenaicum;Thesium pyrenaicum subsp. pyrenaicum;Thesium pyrenaicum subsp. pyrenaicum;Thesium pyrenaicum;subsp.;Thesium;Santalaceae;Santalales;Magnoliopsida;Tracheophytes;Yes
Thesium pyrenaicum;Thesium pyrenaicum;Thesium pyrenaicum;Thesium pyrenaicum;Thesium pyrenaicum;sp.;Thesium;Santalaceae;Santalales;Magnoliopsida;Tracheophytes;Yes
Thesium pyrenaicum subsp. pyrenaicum;Thesium pyrenaicum subsp. pyrenaicum;Thesium pyrenaicum subsp. pyrenaicum;Thesium pyrenaicum subsp. pyrenaicum;Thesium pyrenaicum;subsp.;Thesium;Santalaceae;Santalales;Magnoliopsida;Tracheophytes;Yes
Thlaspi alliaceum;Thlaspi alliaceum;Thlaspi alliaceum;Thlaspi alliaceum;Thlaspi alliaceum;sp.;Thlaspi;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Thapsi arvense;Thlaspi arvense;Thlaspi arvense;Thlaspi arvense;Thlaspi arvense;sp.;Thlaspi;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Thlaspi arvense;Thlaspi arvense;Thlaspi arvense;Thlaspi arvense;Thlaspi arvense;sp.;Thlaspi;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Thymelaea;Thymelaea;Thymelaea;Thymelaea;Thymelaea;gen.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea broterana;Thymelaea broteriana;Thymelaea broteriana;Thymelaea broteriana;Thymelaea broteriana;sp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea broteriana;Thymelaea broteriana;Thymelaea broteriana;Thymelaea broteriana;Thymelaea broteriana;sp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea cantabrica;Thymelaea coridifolia;Thymelaea coridifolia;Thymelaea coridifolia;Thymelaea coridifolia;sp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea coridifoila;Thymelaea coridifolia;Thymelaea coridifolia;Thymelaea coridifolia;Thymelaea coridifolia;sp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea coridifolia;Thymelaea coridifolia;Thymelaea coridifolia;Thymelaea coridifolia;Thymelaea coridifolia;sp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea coridifolia subsp. dendrobryum;Thymelaea coridifolia subsp. dendrobryum;Thymelaea coridifolia subsp. dendrobryum;Thymelaea coridifolia subsp. dendrobryum;Thymelaea coridifolia;subsp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea coridifolia subsp. dendrobyrum;Thymelaea coridifolia subsp. coridifolia;Thymelaea coridifolia subsp. coridifolia;Thymelaea coridifolia subsp. coridifolia;Thymelaea coridifolia;subsp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea coridofilia;Thymelaea coridifolia;Thymelaea coridifolia;Thymelaea coridifolia;Thymelaea coridifolia;sp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea corydifolia;Thymelaea coridifolia;Thymelaea coridifolia;Thymelaea coridifolia;Thymelaea coridifolia;sp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea dendrobium;Thymelaea coridifolia subsp. dendrobryum;Thymelaea coridifolia subsp. dendrobryum;Thymelaea coridifolia subsp. dendrobryum;Thymelaea coridifolia;subsp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea dendryobryum;Thymelaea coridifolia subsp. dendrobryum;Thymelaea coridifolia subsp. dendrobryum;Thymelaea coridifolia subsp. dendrobryum;Thymelaea coridifolia;subsp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea passerina;Thymelaea passerina;Thymelaea passerina;Thymelaea passerina;Thymelaea passerina;sp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea pubescens;Thymelaea pubescens;Thymelaea pubescens;Thymelaea pubescens;Thymelaea pubescens;sp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea ruizii;Thymelaea ruizii;Thymelaea ruizii;Thymelaea ruizii;Thymelaea ruizii;sp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymelaea tinctoria subsp. nivalis;Thymelaea tinctoria subsp. nivalis;Thymelaea tinctoria subsp. nivalis;Thymelaea tinctoria subsp. nivalis;Thymelaea tinctoria;subsp.;Thymelaea;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Thymus;Thymus;Thymus;Thymus;Thymus;gen.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus bracteatus;Thymus serpyllum subsp. bracteatus;Thymus bracteatus;Thymus bracteatus;Thymus bracteatus;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus caespiticius;Thymus caespititius;Thymus caespititius;Thymus caespititius;Thymus caespititius;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus caespititius;Thymus caespititius;Thymus caespititius;Thymus caespititius;Thymus caespititius;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus caespititus;Thymus caespititius;Thymus caespititius;Thymus caespititius;Thymus caespititius;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus caespitius;Thymus caespititius;Thymus caespititius;Thymus caespititius;Thymus caespititius;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus camphoratus;Thymus camphoratus;Thymus camphoratus;Thymus camphoratus;Thymus camphoratus;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;No
Thymus capitellatus;Thymus capitellatus;Thymus capitellatus;Thymus capitellatus;Thymus capitellatus;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;No
Thymus serpyllum subsp. leptophyllus;Thymus serpyllum subsp. leptophyllus;Thymus leptophyllus;Thymus leptophyllus;Thymus leptophyllus;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus longicaulis;Thymus longicaulis;Thymus longicaulis;Thymus longicaulis;Thymus longicaulis;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus loscosii;Thymus loscosii;Thymus loscosii;Thymus loscosii;Thymus loscosii;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus mastichina;Thymus mastichina;Thymus mastichina;Thymus mastichina;Thymus mastichina;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus mastichina subsp. mastichina;Thymus mastichina;Thymus mastichina;Thymus mastichina;Thymus mastichina;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus munbyanus subsp. mastigophorus;Thymus munbyanus subsp. mastigophorus;Thymus mastigophorus;Thymus mastigophorus;Thymus mastigophorus;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus caespitosus;Thymus caespitosus;Thymus praecox subsp. praecox;Thymus praecox subsp. praecox;Thymus praecox aggr.;subsp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;No
Thymus craecox subsp. britannicus;Thymus praecox subsp. britannicus;Thymus praecox subsp. ligusticus;Thymus praecox subsp. ligusticus;Thymus praecox aggr.;subsp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus praecox;Thymus praecox;Thymus praecox;Thymus praecox;Thymus praecox aggr.;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus praecox subsp. arcticus;Thymus praecox subsp. arcticus;Thymus praecox subsp. ligusticus;Thymus praecox subsp. ligusticus;Thymus praecox aggr.;subsp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus praecox subsp. britannicus;Thymus praecox subsp. britannicus;Thymus praecox subsp. ligusticus;Thymus praecox subsp. ligusticus;Thymus praecox aggr.;subsp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus praecox subsp. polytrichus;Thymus praecox subsp. polytrichus;Thymus praecox subsp. polytrichus;Thymus praecox subsp. polytrichus;Thymus praecox aggr.;subsp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus praecox subsp. tritannicus;Thymus praecox subsp. praecox;Thymus praecox subsp. praecox;Thymus praecox subsp. praecox;Thymus praecox aggr.;subsp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;No
Thymus pulegioides;Thymus pulegioides;Thymus pulegioides;Thymus pulegioides;Thymus pulegioides;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus pulegioides subsp. chamaedrys;Thymus pulegioides subsp. chamaedrys;Thymus pulegioides subsp. chamaedrys;Thymus pulegioides subsp. chamaedrys;Thymus pulegioides;subsp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus pulgioides;Thymus pulegioides;Thymus pulegioides;Thymus pulegioides;Thymus pulegioides;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus serphyllum;Thymus serpyllum;Thymus serpyllum;Thymus serpyllum;Thymus serpyllum;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;No
Thymus serpillum;Thymus serpyllum;Thymus serpyllum;Thymus serpyllum;Thymus serpyllum;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;No
Thymus serpyllum;Thymus serpyllum;Thymus serpyllum;Thymus serpyllum;Thymus serpyllum;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus villosus;Thymus villosus subsp. villosus;Thymus villosus subsp. villosus;Thymus villosus subsp. villosus;Thymus villosus;subsp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;No
Thymus vulgaris;Thymus vulgaris;Thymus vulgaris;Thymus vulgaris;Thymus vulgaris;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus vulgaris subsp. vulgaris;Thymus vulgaris subsp. vulgaris;Thymus vulgaris subsp. vulgaris;Thymus vulgaris subsp. vulgaris;Thymus vulgaris;subsp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;No
Thymus Xgenesianus;Thymus x genesianus;Thymus x genesianus;Thymus x genesianus;Thymus x genesianus;hyb.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus Xibericus;Thymus x ibericus;Thymus x ibericus;Thymus x ibericus;Thymus x ibericus;hyb.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus Xsenneni;Thymus x sennenii;Thymus x sennenii;Thymus x sennenii;Thymus x sennenii;hyb.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;No
Thymus Xviciosoi;Thymus x viciosoi;Thymus x viciosoi;Thymus x viciosoi;Thymus x viciosoi;hyb.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus zygophorus;Thymus x zygophorus;Thymus x zygophorus;Thymus x zygophorus;Thymus x zygophorus;hyb.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus zygis;Thymus zygis;Thymus zygis;Thymus zygis;Thymus zygis;sp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus zygis subsp. sylvestris;Thymus zygis subsp. sylvestris;Thymus zygis subsp. sylvestris;Thymus zygis subsp. sylvestris;Thymus zygis;subsp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Thymus zygis subsp. zygis;Thymus zygis subsp. zygis;Thymus zygis subsp. zygis;Thymus zygis subsp. zygis;Thymus zygis;subsp.;Thymus;Lamiaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Tilia cordata;Tilia cordata;Tilia cordata;Tilia cordata;Tilia cordata;sp.;Tilia;Malvaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Tilia cordato;Tilia cordata;Tilia cordata;Tilia cordata;Tilia cordata;sp.;Tilia;Malvaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Tilia platyphyllos;Tilia platyphyllos;Tilia platyphyllos;Tilia platyphyllos;Tilia platyphyllos;sp.;Tilia;Malvaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Tilia platyphyllos subsp. platyphyllos;Tilia platyphyllos;Tilia platyphyllos;Tilia platyphyllos;Tilia platyphyllos;sp.;Tilia;Malvaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Tilia Xvulgaris;Tilia x vulgaris;Tilia x europaea;Tilia x europaea;Tilia x europaea;hyb.;Tilia;Malvaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Tofieldia calyculata;Tofieldia calyculata;Tofieldia calyculata;Tofieldia calyculata;Tofieldia calyculata;sp.;Tofieldia;Tofieldiaceae;Alismatales;Liliopsida;Tracheophytes;Yes
Tolpis succulenta;Tolpis succulenta;Tolpis succulenta;Tolpis succulenta;Tolpis succulenta;sp.;Tolpis;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;No
Tolpis umbellata;Tolpis umbellata;Tolpis umbellata;Tolpis umbellata;Tolpis umbellata;sp.;Tolpis;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Tolpis Xgrosii;Tolpis x grossii;Tolpis x grossii;Tolpis x grossii;Tolpis x grossii;hyb.;Tolpis x grossii;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Tordylium maximum;Tordylium maximum;Tordylium maximum;Tordylium maximum;Tordylium maximum;sp.;Tordylium;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Torilis;Torilis;Torilis;Torilis;Torilis;gen.;Torilis;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Torilis arvensis subsp. purpurea;Torilis arvensis subsp. purpurea;Torilis africana;Torilis africana;Torilis africana;sp.;Torilis;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Torilis arvensis;Torilis arvensis;Torilis arvensis;Torilis arvensis;Torilis arvensis;sp.;Torilis;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Torilis arvensis subsp. recta;Torilis arvensis subsp. recta;Torilis arvensis subsp. recta;Torilis arvensis subsp. recta;Torilis arvensis;subsp.;Torilis;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Torilis japonica;Torilis japonica;Torilis japonica;Torilis japonica;Torilis japonica;sp.;Torilis;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Torilis leptophylla;Torilis leptophylla;Torilis leptophylla;Torilis leptophylla;Torilis leptophylla;sp.;Torilis;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Torilis nodosa;Torilis nodosa;Torilis nodosa;Torilis nodosa;Torilis nodosa;sp.;Torilis;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Tozzia alpina;Tozzia alpina;Tozzia alpina;Tozzia alpina;Tozzia alpina;sp.;Tozzia;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Tozzia alpina subsp. alpina;Tozzia alpina subsp. alpina;Tozzia alpina subsp. alpina;Tozzia alpina subsp. alpina;Tozzia alpina;subsp.;Tozzia;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Trachelium coeruleum subsp. coeruleum;Trachelium caeruleum subsp. caeruleum;Trachelium caeruleum subsp. caeruleum;Trachelium caeruleum subsp. caeruleum;Trachelium caeruleum;subsp.;Trachelium;Campanulaceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Trachycarpus fortunei;Trachycarpus fortunei;Trachycarpus fortunei;Trachycarpus fortunei;Trachycarpus fortunei;sp.;Trachycarpus;Arecaceae;Arecales;Liliopsida;Tracheophytes;No
Brachypodium distachyon;Brachypodium distachyon;Trachynia distachya;Trachynia distachya;Trachynia distachya;sp.;Trachynia;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Tradescantia fluminensis;Tradescantia fluminensis;Tradescantia fluminensis;Tradescantia fluminensis;Tradescantia fluminensis;sp.;Tradescantia;Commelinaceae;Commelinales;Liliopsida;Tracheophytes;No
Tragopogon;Tragopogon;Tragopogon;Tragopogon;Tragopogon;gen.;Tragopogon;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Tragopogon castellanus;Tragopogon castellanus;Tragopogon castellanus;Tragopogon castellanus;Tragopogon castellanus;sp.;Tragopogon;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Tragopogon crocifolius;Tragopogon crocifolius;Tragopogon crocifolius;Tragopogon crocifolius;Tragopogon crocifolius;sp.;Tragopogon;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Tragopogon dubius;Tragopogon dubius;Tragopogon dubius;Tragopogon dubius;Tragopogon dubius;sp.;Tragopogon;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Tragopogon lamottei;Tragopogon lamottei;Tragopogon lamottei;Tragopogon lamottei;Tragopogon lamottei;sp.;Tragopogon;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Tragopogon porrifolius;Tragopogon porrifolius;Tragopogon porrifolius;Tragopogon porrifolius;Tragopogon porrifolius;sp.;Tragopogon;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Tragopogon pratensis;Tragopogon pratensis;Tragopogon pratensis;Tragopogon pratensis;Tragopogon pratensis;sp.;Tragopogon;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Tragopogon pratensis subsp. eupratensis;Tragopogon pratensis subsp. pratensis;Tragopogon pratensis subsp. pratensis;Tragopogon pratensis subsp. pratensis;Tragopogon pratensis;subsp.;Tragopogon;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Tragopogon pratensis subsp. minor;Tragopogon pratensis subsp. minor;Tragopogon pratensis subsp. minor;Tragopogon pratensis subsp. minor;Tragopogon pratensis;subsp.;Tragopogon;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Tragopogon pratensis subsp. orientalis;Tragopogon pratensis subsp. orientalis;Tragopogon pratensis subsp. orientalis;Tragopogon pratensis subsp. orientalis;Tragopogon pratensis;subsp.;Tragopogon;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Tragopogon pratensis subsp. pratensis;Tragopogon pratensis subsp. pratensis;Tragopogon pratensis subsp. pratensis;Tragopogon pratensis subsp. pratensis;Tragopogon pratensis;subsp.;Tragopogon;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Vandenboschia speciosa;Vandenboschia speciosa;Trichomanes speciosum;Trichomanes speciosum;Trichomanes speciosum;sp.;Trichomanes;Hymenophyllaceae;Hymenophyllales;Polypodiopsida;Tracheophytes;Yes
Baeothryon caespitosum subsp. germanicum;Baeothryon caespitosum;Trichophorum cespitosum;Trichophorum cespitosum;Trichophorum cespitosum;sp.;Trichophorum;Cyperaceae;Poales;Liliopsida;Tracheophytes;Yes
Scirpus aermanicus;Scirpus cespitosus subsp. germanicus;Trichophorum cespitosum subsp. germanicum;Trichophorum cespitosum subsp. germanicum;Trichophorum cespitosum;subsp.;Trichophorum;Cyperaceae;Poales;Liliopsida;Tracheophytes;Yes
Scirpus caespitosus subsp. germanicus;Scirpus cespitosus subsp. germanicus;Trichophorum cespitosum subsp. germanicum;Trichophorum cespitosum subsp. germanicum;Trichophorum cespitosum;subsp.;Trichophorum;Cyperaceae;Poales;Liliopsida;Tracheophytes;Yes
Trichophorum caespitosu subsp. germanicum;Trichophorum germanicum;Trichophorum cespitosum subsp. germanicum;Trichophorum cespitosum subsp. germanicum;Trichophorum cespitosum;subsp.;Trichophorum;Cyperaceae;Poales;Liliopsida;Tracheophytes;Yes
Trichophorum caespitosum;Trichophorum caespitosum;Trichophorum cespitosum;Trichophorum cespitosum;Trichophorum cespitosum;sp.;Trichophorum;Cyperaceae;Poales;Liliopsida;Tracheophytes;Yes
Trichophorum caespitosum subsp. germanicu;Trichophorum cespitosum subsp. germanicum;Trichophorum cespitosum subsp. germanicum;Trichophorum cespitosum subsp. germanicum;Trichophorum cespitosum;subsp.;Trichophorum;Cyperaceae;Poales;Liliopsida;Tracheophytes;Yes
Trifolium;Trifolium;Trifolium;Trifolium;Trifolium;gen.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium alpinum;Trifolium alpinum;Trifolium alpinum;Trifolium alpinum;Trifolium alpinum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium angustifolium;Trifolium angustifolium;Trifolium angustifolium;Trifolium angustifolium;Trifolium angustifolium;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium arvense;Trifolium arvense;Trifolium arvense;Trifolium arvense;Trifolium arvense;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium arvense var. arvense;Trifolium arvense;Trifolium arvense;Trifolium arvense;Trifolium arvense;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium bocconei;Trifolium bocconei;Trifolium bocconei;Trifolium bocconei;Trifolium bocconei;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium campestre;Trifolium campestre;Trifolium campestre;Trifolium campestre;Trifolium campestre;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium cernuum;Trifolium cernuum;Trifolium cernuum;Trifolium cernuum;Trifolium cernuum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium cherleri;Trifolium cherleri;Trifolium cherleri;Trifolium cherleri;Trifolium cherleri;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium dubium;Trifolium dubium;Trifolium dubium;Trifolium dubium;Trifolium dubium;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium fragiferum;Trifolium fragiferum;Trifolium fragiferum;Trifolium fragiferum;Trifolium fragiferum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium gemellum;Trifolium gemellum;Trifolium gemellum;Trifolium gemellum;Trifolium gemellum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium glomeratum;Trifolium glomeratum;Trifolium glomeratum;Trifolium glomeratum;Trifolium glomeratum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium hirtum;Trifolium hirtum;Trifolium hirtum;Trifolium hirtum;Trifolium hirtum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;No
Trifolium incarnatum;Trifolium incarnatum;Trifolium incarnatum;Trifolium incarnatum;Trifolium incarnatum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium incarnatum subsp. molinerii;Trifolium incarnatum subsp. molinerii;Trifolium incarnatum subsp. molinerii;Trifolium incarnatum subsp. molinerii;Trifolium incarnatum;subsp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium lappaceum;Trifolium lappaceum;Trifolium lappaceum;Trifolium lappaceum;Trifolium lappaceum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium leucanthum;Trifolium leucanthum;Trifolium leucanthum;Trifolium leucanthum;Trifolium leucanthum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium ligusticum;Trifolium ligusticum;Trifolium ligusticum;Trifolium ligusticum;Trifolium ligusticum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium medican;Trifolium medium;Trifolium medium;Trifolium medium;Trifolium medium;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium medium;Trifolium medium;Trifolium medium;Trifolium medium;Trifolium medium;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium medium subsp. medium;Trifolium medium subsp. medium;Trifolium medium subsp. medium;Trifolium medium subsp. medium;Trifolium medium;subsp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium medium var. banaticum;Trifolium medium var. banaticum;Trifolium medium subsp. banaticum;Trifolium medium subsp. banaticum;Trifolium medium;subsp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium micranthum;Trifolium micranthum;Trifolium micranthum;Trifolium micranthum;Trifolium micranthum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium montanum;Trifolium montanum;Trifolium montanum;Trifolium montanum;Trifolium montanum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium nigrescens;Trifolium nigrescens;Trifolium nigrescens;Trifolium nigrescens;Trifolium nigrescens;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium ochroleucon;Trifolium ochroleucon;Trifolium ochroleucon;Trifolium ochroleucon;Trifolium ochroleucon;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium ochroleucum subsp. cerverense;Trifolium ochroleucon;Trifolium ochroleucon;Trifolium ochroleucon;Trifolium ochroleucon;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium patens;Trifolium patens;Trifolium patens;Trifolium patens;Trifolium patens;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium phleoides subsp. willkommii;Trifolium phleoides;Trifolium phleoides;Trifolium phleoides;Trifolium phleoides;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium pratense;Trifolium pratense;Trifolium pratense;Trifolium pratense;Trifolium pratense;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
