Accepted.SIVIM;Original.EuroMed;Accepted.EuroMed;Expert.Revision;Analysis.Names;Rank;Genus;Family;Order;Class;Group;Native
Apholis strigosa;Parapholis strigosa;Parapholis strigosa;Parapholis strigosa;Parapholis strigosa;sp.;Parapholis;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Parapholis srigosa;Parapholis strigosa;Parapholis strigosa;Parapholis strigosa;Parapholis strigosa;sp.;Parapholis;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Parapholis strigosa;Parapholis strigosa;Parapholis strigosa;Parapholis strigosa;Parapholis strigosa;sp.;Parapholis;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Eufragia;Eufragia;Parentucellia;Parentucellia;Parentucellia;gen.;Parentucellia;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Parentucellia latifolia;Parentucellia latifolia;Parentucellia latifolia;Parentucellia latifolia;Parentucellia latifolia;sp.;Parentucellia;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Euphragia viscosa;Euphragia viscosa;Parentucellia viscosa;Parentucellia viscosa;Parentucellia viscosa;sp.;Parentucellia;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Parentucellia viscosa;Parentucellia viscosa;Parentucellia viscosa;Parentucellia viscosa;Parentucellia viscosa;sp.;Parentucellia;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Parietalia diffusa;Parietaria diffusa;Parietaria judaica;Parietaria judaica;Parietaria judaica aggr.;sp.;Parietaria;Urticaceae;Rosales;Magnoliopsida;Tracheophytes;Yes
Parietaria judaica;Parietaria judaica;Parietaria judaica;Parietaria judaica;Parietaria judaica aggr.;sp.;Parietaria;Urticaceae;Rosales;Magnoliopsida;Tracheophytes;Yes
Parietaria lusitanica;Parietaria lusitanica subsp. lusitanica;Parietaria lusitanica subsp. lusitanica;Parietaria lusitanica subsp. lusitanica;Parietaria lusitanica;subsp.;Parietaria;Urticaceae;Rosales;Magnoliopsida;Tracheophytes;Yes
Paris quadrifolia;Paris quadrifolia;Paris quadrifolia;Paris quadrifolia;Paris quadrifolia;sp.;Paris;Melanthiaceae;Liliales;Liliopsida;Tracheophytes;Yes
Paris quadrifolius;Paris quadrifolia;Paris quadrifolia;Paris quadrifolia;Paris quadrifolia;sp.;Paris;Melanthiaceae;Liliales;Liliopsida;Tracheophytes;Yes
Parnasia palustris;Parnassia palustris;Parnassia palustris;Parnassia palustris;Parnassia palustris;sp.;Parnassia;Celastraceae;Celastrales;Magnoliopsida;Tracheophytes;Yes
Parnassia palustris;Parnassia palustris;Parnassia palustris;Parnassia palustris;Parnassia palustris;sp.;Parnassia;Celastraceae;Celastrales;Magnoliopsida;Tracheophytes;Yes
Parnassia palustris subsp. palustris;Parnassia palustris;Parnassia palustris;Parnassia palustris;Parnassia palustris;sp.;Parnassia;Celastraceae;Celastrales;Magnoliopsida;Tracheophytes;Yes
Paronychia argentea;Paronychia argentea;Paronychia argentea;Paronychia argentea;Paronychia argentea;sp.;Paronychia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Paronychia capitata subsp. capitata;Paronychia capitata subsp. capitata;Paronychia capitata subsp. capitata;Paronychia capitata subsp. capitata;Paronychia capitata;subsp.;Paronychia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;No
Chaetonychia cymosa;Chaetonychia cymosa;Paronychia cymosa;Paronychia cymosa;Paronychia cymosa;sp.;Paronychia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Paronychia kapela;Paronychia kapela;Paronychia kapela;Paronychia kapela;Paronychia kapela;sp.;Paronychia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Paronychia kapela subsp. serpyllifolia;Paronychia kapela subsp. serpyllifolia;Paronychia kapela subsp. serpyllifolia;Paronychia kapela subsp. serpyllifolia;Paronychia kapela;subsp.;Paronychia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Paronychia kapella subsp. serpyllifolia;Paronychia kapela subsp. serpyllifolia;Paronychia kapela subsp. serpyllifolia;Paronychia kapela subsp. serpyllifolia;Paronychia kapela;subsp.;Paronychia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Paronichya polygonifolia;Paronychia polygonifolia;Paronychia polygonifolia;Paronychia polygonifolia;Paronychia polygonifolia;sp.;Paronychia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Paronychia polygonifolia;Paronychia polygonifolia;Paronychia polygonifolia;Paronychia polygonifolia;Paronychia polygonifolia;sp.;Paronychia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Paronychia polygonifolia var. velucensis;Paronychia polygonifolia;Paronychia polygonifolia;Paronychia polygonifolia;Paronychia polygonifolia;sp.;Paronychia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Paronychia velucensis;Paronychia polygonifolia var. velucensis;Paronychia polygonifolia;Paronychia polygonifolia;Paronychia polygonifolia;sp.;Paronychia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Paspalum dilatatum;Paspalum dilatatum;Paspalum dilatatum;Paspalum dilatatum;Paspalum dilatatum;sp.;Paspalum;Poaceae;Poales;Liliopsida;Tracheophytes;No
Digitaria paspaloides;Paspalum paspalodes;Paspalum distichum;Paspalum distichum;Paspalum distichum;sp.;Paspalum;Poaceae;Poales;Liliopsida;Tracheophytes;No
Paspalum distichum;Paspalum distichum;Paspalum distichum;Paspalum distichum;Paspalum distichum;sp.;Paspalum;Poaceae;Poales;Liliopsida;Tracheophytes;No
Paspalum distichum subsp. digitaria;Paspalum digitaria;Paspalum distichum;Paspalum distichum;Paspalum distichum;sp.;Paspalum;Poaceae;Poales;Liliopsida;Tracheophytes;No
Paspalum vaginatum;Paspalum vaginatum;Paspalum vaginatum;Paspalum vaginatum;Paspalum vaginatum;sp.;Paspalum;Poaceae;Poales;Liliopsida;Tracheophytes;No
Paspalum vaginatun;Paspalum vaginatum;Paspalum vaginatum;Paspalum vaginatum;Paspalum vaginatum;sp.;Paspalum;Poaceae;Poales;Liliopsida;Tracheophytes;No
Paspalum vaginaturn;Paspalum vaginatum;Paspalum vaginatum;Paspalum vaginatum;Paspalum vaginatum;sp.;Paspalum;Poaceae;Poales;Liliopsida;Tracheophytes;No
Pastinaca opaca;Pastinaca opaca;Pastinaca sativa;Pastinaca sativa;Pastinaca sativa aggr.;sp.;Pastinaca;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Pastinaca sativa;Pastinaca sativa;Pastinaca sativa;Pastinaca sativa;Pastinaca sativa aggr.;sp.;Pastinaca;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Pastinaca sativa subsp. sylvestris;Pastinaca sativa subsp. sylvestris;Pastinaca sativa subsp. sativa;Pastinaca sativa subsp. sativa;Pastinaca sativa aggr.;subsp.;Pastinaca;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Festuca ourandii;Festuca durandoi;Patzkea durandoi;Patzkea durandoi;Patzkea durandoi;sp.;Patzkea;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Festuca livida;Festuca durandoi subsp. livida;Patzkea durandoi subsp. livida;Patzkea durandoi subsp. livida;Patzkea durandoi aggr.;subsp.;Patzkea;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Festuca paniculata subsp. durandoi;Festuca paniculata subsp. durandoi;Patzkea durandoi;Patzkea durandoi;Patzkea durandoi aggr.;sp.;Patzkea;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Festuca paniculata subsp. fontqueri;Festuca paniculata subsp. fontqueri;Patzkea durandoi subsp. fontqueri;Patzkea durandoi subsp. fontqueri;Patzkea durandoi aggr.;subsp.;Patzkea;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Festuca longiglumis;Festuca paniculata subsp. longiglumis;Patzkea paniculata subsp. longiglumis;Patzkea paniculata subsp. longiglumis;Patzkea paniculata aggr.;subsp.;Patzkea;Poaceae;Poales;Liliopsida;Tracheophytes;No
Festuca paniculata;Festuca paniculata;Patzkea paniculata;Patzkea paniculata;Patzkea paniculata aggr.;sp.;Patzkea;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Festuca paniculata subsp. multispiculata;Festuca paniculata subsp. multispiculata;Patzkea paniculata subsp. multispiculata;Patzkea paniculata subsp. multispiculata;Patzkea paniculata aggr.;subsp.;Patzkea;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Festuca paniculata subsp. paniculata;Festuca paniculata subsp. paniculata;Patzkea paniculata subsp. paniculata;Patzkea paniculata ;Patzkea paniculata aggr.;sp.;Patzkea;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Festuca spadicea subsp. longiglumis;Festuca spadicea subsp. longiglumis;Patzkea paniculata subsp. longiglumis;Patzkea paniculata subsp. longiglumis;Patzkea paniculata aggr.;subsp.;Patzkea;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Festuca paniculata subsp. spadicea;Festuca paniculata subsp. spadicea;Patzkea spadicea;Patzkea spadicea;Patzkea spadicea;sp.;Patzkea;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Pedicularis;Pedicularis;Pedicularis;Pedicularis;Pedicularis;gen.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pedicularis comosa subsp. comosa;Pedicularis comosa subsp. comosa;Pedicularis comosa subsp. comosa;Pedicularis comosa subsp. comosa;Pedicularis comosa;subsp.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pedicularis foliosa;Pedicularis foliosa;Pedicularis foliosa;Pedicularis foliosa;Pedicularis foliosa;sp.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pedicularis mixta;Pedicularis mixta;Pedicularis mixta;Pedicularis mixta;Pedicularis mixta;sp.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pedicularis pyrenaica;Pedicularis pyrenaica;Pedicularis pyrenaica;Pedicularis pyrenaica;Pedicularis pyrenaica;sp.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pedicularis pyrenaica subsp. pyrenaica;Pedicularis pyrenaica subsp. pyrenaica;Pedicularis pyrenaica subsp. pyrenaica;Pedicularis pyrenaica subsp. pyrenaica;Pedicularis pyrenaica;subsp.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pedicularis pyrenaica var. fallax;Pedicularis pyrenaica var. fallax;Pedicularis pyrenaica;Pedicularis pyrenaica;Pedicularis pyrenaica;sp.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pedicularis comosa subsp. schizocalyx;Pedicularis comosa var. schizocalyx;Pedicularis schizocalyx;Pedicularis schizocalyx;Pedicularis schizocalyx;sp.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pedicularis schizocalyx;Pedicularis schizocalyx;Pedicularis schizocalyx;Pedicularis schizocalyx;Pedicularis schizocalyx;sp.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pedicularis subalida;Pedicularis sylvatica;Pedicularis sylvatica;Pedicularis sylvatica;Pedicularis sylvatica;sp.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pedicularis sylvaica;Pedicularis sylvatica;Pedicularis sylvatica;Pedicularis sylvatica;Pedicularis sylvatica;sp.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pedicularis sylvatica;Pedicularis sylvatica;Pedicularis sylvatica;Pedicularis sylvatica;Pedicularis sylvatica;sp.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pedicularis sylvatica subsp. lusitanica;Pedicularis sylvatica subsp. lusitanica;Pedicularis sylvatica subsp. lusitanica;Pedicularis sylvatica subsp. lusitanica;Pedicularis sylvatica;subsp.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pedicularis sylvatica subsp. sylvatica;Pedicularis sylvatica subsp. sylvatica;Pedicularis sylvatica subsp. sylvatica;Pedicularis sylvatica subsp. sylvatica;Pedicularis sylvatica;subsp.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pedicularis verticillata;Pedicularis verticillata;Pedicularis verticillata;Pedicularis verticillata;Pedicularis verticillata;sp.;Pedicularis;Orobanchaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Pentaglotis sempervirs;Pentaglottis sempervirens;Pentaglottis sempervirens;Pentaglottis sempervirens;Pentaglottis sempervirens;sp.;Pentaglottis;Boraginaceae;Boraginales;Magnoliopsida;Tracheophytes;Yes
Pentaglottis sempervirens;Pentaglottis sempervirens;Pentaglottis sempervirens;Pentaglottis sempervirens;Pentaglottis sempervirens;sp.;Pentaglottis;Boraginaceae;Boraginales;Magnoliopsida;Tracheophytes;Yes
Buglossoides sempervirens;Pentaglottis sempervirens;Pentaglottis sempervirens;Pentaglottis sempervirens;Pentaglottis sempervirens;sp.;Pentaglottis sempervirens;Boraginaceae;Boraginales;Magnoliopsida;Tracheophytes;Yes
Peribalia involucrata;Periballia involucrata;Periballia involucrata;Periballia involucrata;Periballia involucrata;sp.;Periballia;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Periballia involucrata;Periballia involucrata;Periballia involucrata;Periballia involucrata;Periballia involucrata;sp.;Periballia;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Pericallis tussilaginis;Pericallis tussilaginis;Pericallis tussilaginis;Pericallis tussilaginis;Pericallis tussilaginis;sp.;Pericallis;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;No
Persicaria minourense;Persicaria;Persicaria;Persicaria;Persicaria;gen.;Persicaria;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum amphibium;Polygonum amphibium;Persicaria amphibia;Persicaria amphibia;Persicaria amphibia;sp.;Persicaria;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum palustre;Polygonum amphibium var. palustre ;Persicaria amphibia;Persicaria amphibia;Persicaria amphibia;sp.;Persicaria;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum terrestre;Polygonum amphibium var. terrestre;Persicaria amphibia;Persicaria amphibia;Persicaria amphibia;sp.;Persicaria;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum capitatum;Polygonum capitatum;Persicaria capitata;Persicaria capitata;Persicaria capitata;sp.;Persicaria;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;No
Polygonum salicifolium;Polygonum salicifolium;Persicaria decipiens;Persicaria decipiens;Persicaria decipiens;sp.;Persicaria;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum salicinum;Polygonum salicifolium;Persicaria decipiens;Persicaria decipiens;Persicaria decipiens;sp.;Persicaria;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum mite;Polygonum mite;Persicaria dubia;Persicaria dubia;Persicaria dubia;sp.;Persicaria;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum hydropiper;Polygonum hydropiper;Persicaria hydropiper;Persicaria hydropiper;Persicaria hydropiper;sp.;Persicaria;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum lapathifolium;Polygonum lapathifolium;Persicaria lapathifolia;Persicaria lapathifolia;Persicaria lapathifolia;sp.;Persicaria;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum lapathifolium subsp. brittingeri;Polygonum lapathifolium subsp. brittingeri;Persicaria lapathifolia subsp. brittingeri;Persicaria lapathifolia subsp. brittingeri;Persicaria lapathifolia;subsp.;Persicaria;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum lapathifolium subsp. pallidum;Polygonum lapathifolium subsp. pallidum;Persicaria lapathifolia subsp. pallida;Persicaria lapathifolia subsp. pallida;Persicaria lapathifolia;subsp.;Persicaria;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum persicaria;Polygonum persicaria;Persicaria maculosa;Persicaria maculosa;Persicaria maculosa;sp.;Persicaria;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum Xlenticulare;Polygonum x lenticulare;Persicaria x pseudolapathum;Persicaria x pseudolapathum;Persicaria x pseudolapathum;hyb.;Persicaria;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Petasites pyrenaicus;Petasites pyrenaicus;Petasites pyrenaicus;Petasites pyrenaicus;Petasites pyrenaicus;sp.;Petasites;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;No
Petrocallis pyrenaica;Petrocallis pyrenaica;Petrocallis pyrenaica;Petrocallis pyrenaica;Petrocallis pyrenaica;sp.;Petrocallis;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Petrocoptis grandiflora;Petrocoptis grandiflora;Petrocoptis grandiflora;Petrocoptis grandiflora;Petrocoptis grandiflora;sp.;Petrocoptis;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Petrocoptis hispanica;Petrocoptis hispanica;Petrocoptis hispanica;Petrocoptis hispanica;Petrocoptis hispanica;sp.;Petrocoptis;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Petrocoptis pyrenaica;Petrocoptis pyrenaica;Petrocoptis pyrenaica;Petrocoptis pyrenaica;Petrocoptis pyrenaica aggr.;sp.;Petrocoptis;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Petrocoptis pyrenaica subsp. glaucifolia;Petrocoptis pyrenaica subsp. glaucifolia;Petrocoptis pyrenaica subsp. glaucifolia;Petrocoptis pyrenaica subsp. glaucifolia;Petrocoptis pyrenaica aggr.;subsp.;Petrocoptis;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Petrocoptis pyrenaica subsp. pyrenaica;Petrocoptis pyrenaica subsp. pyrenaica;Petrocoptis pyrenaica subsp. pyrenaica;Petrocoptis pyrenaica subsp. pyrenaica;Petrocoptis pyrenaica aggr.;subsp.;Petrocoptis;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Petrocoptis pyrenaica subsp. viscosa;Petrocoptis pyrenaica subsp. viscosa;Petrocoptis pyrenaica subsp. viscosa;Petrocoptis pyrenaica subsp. viscosa;Petrocoptis pyrenaica aggr.;subsp.;Petrocoptis;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Petrocoptis viedmannii;Petrocoptis wiedmannii;Petrocoptis pyrenaica subsp. glaucifolia;Petrocoptis pyrenaica subsp. glaucifolia;Petrocoptis pyrenaica aggr.;subsp.;Petrocoptis;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Petrocoptis wiedmanii;Petrocoptis pyrenaica subsp. glaucifolia;Petrocoptis pyrenaica subsp. glaucifolia;Petrocoptis pyrenaica subsp. glaucifolia;Petrocoptis pyrenaica aggr.;subsp.;Petrocoptis;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Pethroragia nanteuilii;Petrorhagia nanteuilii;Petrorhagia nanteuilii;Petrorhagia nanteuilii;Petrorhagia nanteuilii;sp.;Petrorhagia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Pethrorrhagia nanteuilii;Petrorhagia nanteuilii;Petrorhagia nanteuilii;Petrorhagia nanteuilii;Petrorhagia nanteuilii;sp.;Petrorhagia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Petrorhagia nanteuilii;Petrorhagia nanteuilii;Petrorhagia nanteuilii;Petrorhagia nanteuilii;Petrorhagia nanteuilii;sp.;Petrorhagia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Petrorhagia nanteuillii;Petrorhagia nanteuilii;Petrorhagia nanteuilii;Petrorhagia nanteuilii;Petrorhagia nanteuilii;sp.;Petrorhagia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Petrorhagia petrolifera;Petrorhagia prolifera;Petrorhagia prolifera;Petrorhagia prolifera;Petrorhagia prolifera;sp.;Petrorhagia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Petrorhagia prolifera;Petrorhagia prolifera;Petrorhagia prolifera;Petrorhagia prolifera;Petrorhagia prolifera;sp.;Petrorhagia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Petroselinum crispum;Petroselinum crispum;Petroselinum crispum;Petroselinum crispum;Petroselinum crispum;sp.;Petroselinum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;No
Peucedanum gallicum;Peucedanum gallicum;Peucedanum gallicum;Peucedanum gallicum;Peucedanum gallicum;sp.;Peucedanum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Peucedanum lancifolium;Peucedanum lancifolium;Peucedanum lancifolium;Peucedanum lancifolium;Peucedanum lancifolium;sp.;Peucedanum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Peucedanum lancifotium;Peucedanum lancifolium;Peucedanum lancifolium;Peucedanum lancifolium;Peucedanum lancifolium;sp.;Peucedanum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Peucedanum officinale subsp. officinale;Peucedanum officinale subsp. officinale;Peucedanum officinale subsp. officinale;Peucedanum officinale subsp. officinale;Peucedanum officinale;subsp.;Peucedanum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Peucedanum venetum;Peucedanum venetum;Peucedanum venetum;Peucedanum venetum;Peucedanum venetum;sp.;Peucedanum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Phagnalon saxatile;Phagnalon saxatile;Phagnalon saxatile;Phagnalon saxatile;Phagnalon saxatile;sp.;Phagnalon;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Phagnalon sordidum;Phagnalon sordidum;Phagnalon sordidum;Phagnalon sordidum;Phagnalon sordidum;sp.;Phagnalon;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Phalacrocarpon oppositifolium;Phalacrocarpum oppositifolium;Phalacrocarpum oppositifolium;Phalacrocarpum oppositifolium;Phalacrocarpum oppositifolium;sp.;Phalacrocarpum;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Phalacrocarpu oppositifo subsp. onomatum;Phalacrocarpum oppositifolium subsp. anomalum;Phalacrocarpum oppositifolium subsp. anomalum;Phalacrocarpum oppositifolium subsp. anomalum;Phalacrocarpum oppositifolium;subsp.;Phalacrocarpum;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Phalacrocarpu oppositifol subsp. anomalum;Phalacrocarpum oppositifolium subsp. anomalum;Phalacrocarpum oppositifolium subsp. anomalum;Phalacrocarpum oppositifolium subsp. anomalum;Phalacrocarpum oppositifolium;subsp.;Phalacrocarpum;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Phalacrocarpum opposifolium;Phalacrocarpum oppositifolium;Phalacrocarpum oppositifolium;Phalacrocarpum oppositifolium;Phalacrocarpum oppositifolium;sp.;Phalacrocarpum;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Phalacrocarpum oppositifolium;Phalacrocarpum oppositifolium;Phalacrocarpum oppositifolium;Phalacrocarpum oppositifolium;Phalacrocarpum oppositifolium;sp.;Phalacrocarpum;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Phalacrocarpum oppositifolium subsp. oppositifolium;Phalacrocarpum oppositifolium subsp. oppositifolium;Phalacrocarpum oppositifolium subsp. oppositifolium;Phalacrocarpum oppositifolium subsp. oppositifolium;Phalacrocarpum oppositifolium;subsp.;Phalacrocarpum;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Phalacrocarpum oppositifolium var. anomalum;Phalacrocarpum oppositifolium subsp. anomalum;Phalacrocarpum oppositifolium subsp. anomalum;Phalacrocarpum oppositifolium subsp. anomalum;Phalacrocarpum oppositifolium;subsp.;Phalacrocarpum;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
