"ASV","kingdom","phylum","class","order","family","genus","species","id","value","presence"
"a2d2efe6f32ba211f393afac7c7b360f","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Heterophoma",NA,"Xixon20",269,1
"4a0037f0ef3c5791d8d6d75a7be12a1c","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Trematosphaeriaceae","Trematosphaeria","unidentified","Xixon20",68,1
"48ddbaac51811ef62c16a76a4b7eed0e","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Xixon20",31,1
"fefc95378c850afb1430ef1bf4ba15c4","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium primulinum","Xixon20",36,1
"35f345a1ea89571b45cfefa20443ca1b","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella amoeboidea","Xixon20",14,1
"cff244c423269838aeddfcdc8de21525","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon20",28,1
"5d2f2242a41e841ce7b91d7018f397a7","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Operculomyces",NA,"Xixon20",94,1
"7dc4fc3f0eabd4c587a62e6311703fcb","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"Xixon20",134,1
"10278089c67b59d55ed66c441fcedbd1","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"Xixon20",20,1
"cfd1f5287eea674daaaa0090087a4834","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"Xixon20",46,1
"d5380d6f18f57f3fce8ff829e407fc6e","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae","unidentified","unidentified","Xixon20",72,1
"6d11ed1f00515f964d680d95af0dd6ad","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA,"Xixon20",251,1
"8b323ad1b3e539f3683651c168c3da7c","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Setophaeosphaeria","Setophaeosphaeria sidae","Xixon20",222,1
"73639183a52556282cc8e58d5336af05","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Articulospora","Articulospora proliferata","Xixon20",246,1
"67d8cfb2e8f41182565bf157af79ec26","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Articulospora","Articulospora proliferata","Xixon20",245,1
"cde0dafe1fecac32bc7db2ca0819c526","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Mycosphaerella","Mycosphaerella tassiana","Xixon20",25,1
"b734368b3382ad42cbe85f5fc9c4edf6","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae",NA,NA,"Xixon20",146,1
"f82c09b15d7e169da0a3bc3999c61ea6","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA,"Xixon20",174,1
"0ab0729b41089d281528c45bf84d9e94","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Xixon20",83,1
"240411656c711fb036f3b654d40c654c","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA,"Xixon20",29,1
"a4712edfd2b3d95ada0d38ad3e37a545","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Septoria",NA,"Xixon20",79,1
"d047de6f06712bb7a9e18336259cafb2","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Xixon20",182,1
"339c6c9b70164b9229e3ae590421a8c6","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Stemphylium",NA,"Xixon20",156,1
"d9fce3b86ef725e6678b2f7a3c02c517","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,"Xixon20",167,1
"039407333125d53d6ab80c8e94fbdfbc","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon20",222,1
"f949eb5d0de01cdf263e534d7263f8d5","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Xixon20",54,1
"e2d6dba923153d20b503d73f0d70d898","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,"Xixon20",22,1
"84cd5a044634fdd0961dcec926177dbf","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"Xixon20",24,1
"b66da875319a0bfe3b8d4828e2d76c01","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,"Xixon20",38,1
"051aaff2aac8815fe92bd0d0296dbc10","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Piptocephalidaceae","Syncephalis","unidentified","Xixon20",18,1
"483fa6c013f86cff64e47f350f5c5b29","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","unidentified","unidentified","Xixon20",132,1
"e0e75b73b3ffa99ce5511452f7821556","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium",NA,"Xixon20",17,1
"1726223472c40ce643c9aeb46d927624","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis",NA,NA,"Xixon20",127,1
"158d2261657cb55be006ccb3f1381cda","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella","unidentified","Xixon20",42,1
"67b24be96a855eed2b32da20549ceb1c","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Catenulostroma","Catenulostroma hermanusense","Xixon20",35,1
"3bed55ac28c34d0a47b35a46a684016d","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula babjevae","Xixon20",85,1
"6367936ee7e8694aad015392d3897ab1","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","unidentified","unidentified","unidentified","Xixon20",13,1
"0a93a61230cef3b180507e0d76b575b7","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","Cryptococcus dimennae","Xixon20",15,1
"23566b832a2973a13f62763534305814","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Efibulobasidium","unidentified","Xixon20",71,1
"c4fe0a291240e4aae6969408e5bbc28b","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium schulzeri","Xixon20",149,1
"00041a6c3f5d956b1582dbc6ac90ac65","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA,"Xixon20",18,1
"8c0c395b3aa3e558436f150d18421ea4","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Coniosporium","Coniosporium apollinis","Xixon20",184,1
"116c4660fdc01dfb656a839375237d71","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria californica","Xixon20",13,1
"f21be63fe9452093aa6d49f34868a881","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium schulzeri","Xixon20",83,1
"78baeb4acaf2da94c88c9c8a227cbbdb","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria metachromatica","Xixon20",60,1
"80dbc69a48a8053b92dd85e9699dcac7","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Sigarispora","Sigarispora caulium","Xixon20",172,1
"9015d7e7b7e64edb6ba0edd3bc22cbff","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Bradymyces","unidentified","Xixon20",164,1
"d0acfdc6e34a51aff5927334e6621a6d","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma","Pseudocoleophoma bauhiniae","Xixon20",150,1
"651a7aa90286e4511728dae78c9aece8","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella glomerata","Xixon20",13,1
"1e6f75c3327d41fd0aeeb064f1eec9ed","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Tetraplosphaeriaceae",NA,NA,"Xixon20",71,1
"bda9624d82323df522f32efa91282c29","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema flavescens","Xixon20",133,1
"5ef47753d786bb48c2864dbee0c37cc8","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae",NA,NA,"Xixon20",23,1
"3b71de90f06c09a4d00084c8f1f570a8","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe lusitanicae","Xixon20",30,1
"2e6bbe9362cf4a84c1ace7c509274f77","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora oryzicola","Xixon20",13,1
"14fe4810d0f6be453e3ba241512aab54","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Wojnowiciella","Wojnowiciella leptocarpi","Xixon20",103,1
"2a3824db7cdbc5cf537451e484356753","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Tilachlidiaceae","Tilachlidium","Tilachlidium brachiatum","Xixon20",12,1
"c5a27a3f75e648a367c1b4cd4aa03964","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA,"Xixon20",142,1
"0b327d30a22999ffe04e7647afb9cbc9","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium spartii","Xixon20",105,1
"161f1b7ac9d842ac6dcc689930a72ee5","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,NA,"Xixon20",138,1
"97af696ad96ceb598c731d77297e77a6","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,"Xixon20",16,1
"b91b742abdf46f0a6bec4c4615cb442b","Fungi","Basidiomycota","Cystobasidiomycetes","Erythrobasidiales","Erythrobasidiaceae","Erythrobasidium","Erythrobasidium hasegawianum","Xixon20",119,1
"f67a92e51a9c6f5b47b2ee64e114aac5","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma victoriae","Xixon20",22,1
"0ca679a1904d0bb4ffc83938d0e62def","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella oratosquillae","Xixon20",74,1
"5d6d6c05afdbb3cf368a2f0a0328a077","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","unidentified","Xixon20",132,1
"467adfafc6d4ecb0b14db986cc2366a5","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus micaceus","Xixon20",29,1
"7f9449277ef305fc53582715680cd0ec","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Dominikia","Dominikia achra","Xixon20",29,1
"3281041919e67f7e8de1d2d72b1e42eb","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon20",58,1
"6cc100e66b1b988d1ca5595f464a3c29","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Clitocybe","Clitocybe nebularis","Xixon20",26,1
"e432fe5c8af4b7491830ae67f9032b8d","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora carrionii","Xixon20",119,1
"afa05d6ecc15cdf85a6590ac4b27e13a","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA,"Xixon20",29,1
"9a697c39698feb822c9b675f85c3fa98","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma lixii","Xixon20",40,1
"c47fd1690e14e0af061942a35d4d4281","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium dimorphum","Xixon20",39,1
"49b117a955ac6a4193c6414d74157b51","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","unidentified","unidentified","Xixon20",28,1
"0f5e909c7e1714b5dd624271275ee4c9","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"Xixon20",114,1
"dfd873523de08bf4f01ca54cf036d891","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria chlamydosporigena","Xixon20",102,1
"b25e05ff8e66579ce4968b821a09c2eb","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia albida","Xixon20",112,1
"033f252a6be9c6a00108b2355fbbdd54","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","unidentified","unidentified","unidentified","Xixon20",67,1
"120d8f910cee7294ca14bcc7112230ea","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Buckleyzymaceae","Buckleyzyma","Buckleyzyma aurantiaca","Xixon20",105,1
"1b584a56abb6eb36aa80865d1028e81f","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria",NA,"Xixon20",15,1
"bda3301a501edf3ecf6aff0c4cfc413f","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia","Knufia tsunedae","Xixon20",26,1
"e718edbcb2b65bb3b9895cab1606a5bb","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,"Xixon20",101,1
"6f708c841d5ee49c5974e6bacbb8d989","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","unidentified","unidentified","unidentified","Xixon20",16,1
"6cfe5e94d4716e027461ec524c237890","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Bradymyces","Bradymyces graniticola","Xixon20",80,1
"f70123c76d9089c07ec2c8e099ea0731","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Xixon20",58,1
"fa364e62a928381ed2b9bbe56d1a7126","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","unidentified","Xixon20",81,1
"5c80c8357673a3ee2d06459e15eba1b0","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Gymnopilus",NA,"Xixon20",91,1
"de33c79b262f8fe21b12d055a9bbabd3","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma dimennae","Xixon20",18,1
"fc7121e913055ea80dca78dc0f23aabe","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia","Neodevriesia capensis","Xixon20",15,1
"78fc5dd086a0597ddbd82acbf8e0d390","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium brassicae","Xixon20",29,1
"e185431f34060c5250f8ddc4fb7e9e2a","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema laurentii","Xixon20",24,1
"80216773366d30b288096eef0a0b2df6","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Alfaria",NA,"Xixon20",24,1
"d05550566decc44704eecaf4a851d3d8","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema",NA,"Xixon20",24,1
"f2eac3eca0ebc56afc707bbde6feb255","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium saksenae","Xixon20",15,1
"7ace9217cef844b26d694533a9dd4dbb","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Xixon20",85,1
"ba2c0551f11b1bf2a6675c5805f6f826","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Trichopezizella","Trichopezizella otanii","Xixon20",26,1
"f757e310e48850d558cb747ad627b75e","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,"Xixon20",22,1
"a6748be736807e346694594206cf210d","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","unidentified","unidentified","unidentified","Xixon20",56,1
"0ac0788317859dd900877838b3dbcced","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon20",24,1
"44a5f4bfb363d36840c5060637bac80f","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema terrestris","Xixon20",80,1
"75ae2343a161dd944f0dc6ec6dd270d7","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Morosphaeriaceae",NA,NA,"Xixon20",80,1
"08b029816a3ceda0e03f43df3e736604","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Xixon20",79,1
"7cfd17c8e12a34427022958973edc3da","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","Tetracladium setigerum","Xixon20",62,1
"ad290518a13eab3a6de34081514bd6d3","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon20",61,1
"dfcf52bea5dc6c5da0dcdcf6021b946e","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","unidentified","Xixon20",77,1
"c275b24483e0d450fe8d31de29e850d0","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium magnum","Xixon20",23,1
"6c959d1bb855f2f7091a0a38e3d4b00b","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","unidentified","unidentified","Xixon20",44,1
"58a742959caede240f6b395cbbacb890","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"Xixon20",17,1
"3929775a2812d3693a9743b22002dbff","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Ampelomyces","Ampelomyces quisqualis","Xixon20",74,1
"54bd350cd29513d9d48aae303921a1ba","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria angustiovoidea","Xixon20",74,1
"a917c0b86bd628406db3339c4c29bf5f","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma dimennae","Xixon20",20,1
"eb8a30c35299fcfa64a8c82ffa52b729","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unidentified","unidentified","unidentified","Xixon20",23,1
"ce3224d0876884c983f6925b96625cf3","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora vermispora","Xixon20",71,1
"ca2b09ed28d6e830f640a84c41ba1dfe","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella oratosquillae","Xixon20",70,1
"b02000e83a20ef424bc805e1114708fd","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon20",68,1
"2219374539821e823f0090a66a3d9194","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema terrestris","Xixon20",69,1
"9d76091665aff96c6fea2f992f9a3a82","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Bradymyces","Bradymyces graniticola","Xixon20",68,1
"3efe89c89740649a2f35f2bb67853230","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Xixon20",65,1
"b18e80d18274a64587bdc8d7205eb1e5","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Niesslia","Niesslia indica","Xixon20",19,1
"dfc9f1db3a626b95c8f1a6fab666d471","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA,"Xixon20",64,1
"2e402fd9a1af65a6b0394e69070ed95f","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala",NA,"Xixon20",26,1
"ec9eabcb2b696cf90222bc34dad0a50e","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria metachromatica","Xixon20",42,1
"165ae4ef16e1a25737272da26995180e","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Laburnicola","unidentified","Xixon20",52,1
"a060ea5d22fcf79c5139f3c0dc4b2c4c","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amorosiaceae","Angustimassarina","Angustimassarina acerina","Xixon20",53,1
"2899635453ce9e746f9bcb986e2c01b2","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","Scolecobasidium constrictum","Xixon20",30,1
"828e2d8c3db972a54d0ee9618a89d96a","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon20",19,1
"a8d85cbb3859ee4b109fc28dfe9b9177","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA,"Xixon20",58,1
"7656c7d737b305b9357a0175623ec9ea","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Keratinophyton","unidentified","Xixon20",13,1
"bcc382bf6d7ceb09c864483d12e67862","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria poagena","Xixon20",42,1
"d90a59f58201a6526082e159eac0adf0","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Extremaceae",NA,NA,"Xixon20",57,1
"c087648bb07aed91b5b1853672e60306","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"Xixon20",57,1
"e3d2ba18ce699c0b0fbfbeaf9f8c5179","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Monocillium","unidentified","Xixon20",17,1
"2c199a53a43d04815ccac5006278a7b2","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria marciensis","Xixon20",54,1
"4b11e54a61b54dd1164dd3c77d80c70c","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma pye","Xixon20",52,1
"28953b126e90404a81b737719f6ca646","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla",NA,"Xixon20",52,1
"c00ccc168f3ec7b9acae23b96aeed71f","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora",NA,"Xixon20",37,1
"3e7cb666ae75d613428a9988c1e16a02","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,NA,"Xixon20",23,1
"958898d2d7d9e8ed488d9f65943a69de","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala",NA,"Xixon20",26,1
"a546f464e44eda4d68866ed6c1548d50","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae",NA,NA,"Xixon20",13,1
"0c468e83cf85e31e9e9f9eaa19a74584","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"Xixon20",48,1
"f64b94e16bac36dfca67a2b92e16bf1e","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Articulospora","Articulospora proliferata","Xixon20",48,1
"ae2abbf2f7c43d2fb3150db540dc54b1","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA,"Xixon20",18,1
"c0e7e98668cf61ce17ef429835a91424","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Capronia coronata","Xixon20",13,1
"fadf1e28445d58c1677a3bbcf5059df8","Fungi","Basidiomycota","Pucciniomycetes","Platygloeales","Eocronartiaceae","Eocronartium","unidentified","Xixon20",46,1
"1bb57372db5d5d65e71fa4694d4972e1","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"Xixon20",46,1
"730e7bedd6b1dfcb863050ca4e78eade","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium fimetarium","Xixon20",40,1
"f76de21b4b069af7ce1a72268d6b3ca8","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,"Xixon20",45,1
"0e160fac18eb6d817c37974cc61486a1","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Cadophora","Cadophora gregata","Xixon20",45,1
"2b2893b82638e0714e48464d3fe6fd7f","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon20",36,1
"2f8309bf7695d9bb5506f0c3fabc99f0","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia persica","Xixon20",17,1
"0e9ef0227e8b4927b0135350410e9bf2","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA,"Xixon20",33,1
"644c8ad2f53b410035a4277f597e7496","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","unidentified","unidentified","Xixon20",41,1
"38b7e236855980a2cbbc46d01f59dc2b","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Xixon20",40,1
"8901f9b22f058ba3b7a1355e4dac18e7","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"Xixon20",35,1
"4c2da4e5236025df526f2adb7df31927","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon20",39,1
"79150e194c93782a3673620488079395","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA,"Xixon20",32,1
"b95611d48d87b1a524252b111c3c39c9","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon20",38,1
"50fded0677c030fd69ad888ee94feb16","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium schulzeri","Xixon20",38,1
"8e8167067200098e1f39e485bcddfacf","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon20",38,1
"0d4c579601668106aaba3f4b8de0e9a3","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Bacidina","Bacidina arnoldiana","Xixon20",36,1
"4325904ea5f9b405a9976789c2032850","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"Xixon20",36,1
"dc160c61813b92f2523421de5f238b36","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Mollisia","Mollisia dextrinospora","Xixon20",28,1
"18a65fc7ad2a164137e5a811afa6b35e","Fungi","Basidiomycota","Cystobasidiomycetes","Erythrobasidiales","Erythrobasidiaceae","Erythrobasidium",NA,"Xixon20",35,1
"e44d114ad1ceb9908910adfacd543294","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon20",35,1
"34703f2953029ea6c332e960d5a0f7f1","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","unidentified","Xixon20",35,1
"2b7664852e279a7c599acd1583123bb8","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae",NA,NA,"Xixon20",16,1
"7862d570765693adaf6ce38ec13d2db7","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora reptans","Xixon20",34,1
"8670e93cbb91ef261f77aff615d47304","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Ochroconis","Ochroconis tshawytschae","Xixon20",15,1
