"taxon","id","cover"
"Lectera longa","Xixon09",37
"Lectera longa","Xixon11",42
"Lectera longa","Xixon18",582
"Lectera longa","Xixon19",10
"Lectera longa","Xixon21",48
"Lectera longa","Xixon22",381
"Lectera longa","Xixon23",51
"Lectera longa","Xixon25",71
"Lectera longa","Xixon26",1452
"Lectera longa","Xixon27",623
"Lectera longa","Xixon28",16
"Leohumicola minima","Xixon14",55
"Leohumicola minima","Xixon24",22
"Lepiota subincarnata","Xixon30",21
"Leucoagaricus crystallifer","Xixon30",688
"Leucoagaricus leucothites","Xixon16",68
"Leucocoprinus jubilaei","Xixon03",29
"Leucocoprinus jubilaei","Xixon24",73
"Leucoglossum leucosporum","Xixon29",20
"Leucosporidium scottii","Xixon08",39
"Leucothecium emdenii","Xixon02",14
"Lophiotrema rubi","Xixon01",122
"Lophiotrema rubi","Xixon04",53
"Lophiotrema rubi","Xixon05",244
"Lophiotrema rubi","Xixon06",96
"Lophiotrema rubi","Xixon07",29
"Lophiotrema rubi","Xixon08",2856
"Lophiotrema rubi","Xixon09",104
"Lophiotrema rubi","Xixon10",164
"Lophiotrema rubi","Xixon11",22
"Lophiotrema rubi","Xixon12",63
"Lophiotrema rubi","Xixon13",93
"Lophiotrema rubi","Xixon14",31
"Lophiotrema rubi","Xixon16",163
"Lophiotrema rubi","Xixon17",111
"Lophiotrema rubi","Xixon18",131
"Lophiotrema rubi","Xixon19",93
"Lophiotrema rubi","Xixon20",222
"Lophiotrema rubi","Xixon21",283
"Lophiotrema rubi","Xixon22",12
"Lophiotrema rubi","Xixon25",94
"Lophiotrema rubi","Xixon26",50
"Lophiotrema rubi","Xixon28",59
"Lophotrichus fimeti","Xixon01",33
"Lophotrichus fimeti","Xixon02",115
"Lophotrichus fimeti","Xixon05",283
"Lophotrichus fimeti","Xixon06",1194
"Lophotrichus fimeti","Xixon08",62
"Lophotrichus fimeti","Xixon10",21
"Lophotrichus fimeti","Xixon13",20
"Lophotrichus fimeti","Xixon17",26
"Lophotrichus fimeti","Xixon18",339
"Lophotrichus fimeti","Xixon21",222
"Lophotrichus fimeti","Xixon25",13
"Lophotrichus fimeti","Xixon28",205
"Lophotrichus fimeti","Xixon29",37
"Lycoperdon altimontanum","Xixon29",15
"Lyomyces mascarensis","Xixon05",27
"Lyomyces mascarensis","Xixon26",23
"Lyophyllum decastes","Xixon10",397
"Malbranchea flocciformis","Xixon05",23
"Malbranchea flocciformis","Xixon07",13
"Malbranchea flocciformis","Xixon08",24
"Malbranchea flocciformis","Xixon12",39
"Malbranchea flocciformis","Xixon18",108
"Malbranchea flocciformis","Xixon26",94
"Mariannaea camptospora","Xixon28",19
"Mariannaea punicea","Xixon02",1781
"Mariannaea punicea","Xixon13",84
"Mariannaea punicea","Xixon14",3008
"Mariannaea punicea","Xixon18",98
"Mariannaea punicea","Xixon24",255
"Mariannaea punicea","Xixon27",64
"Mariannaea punicea","Xixon29",40
"Mariannaea samuelsii","Xixon03",83
"Mariannaea samuelsii","Xixon24",1204
"Mariannaea samuelsii","Xixon29",409
"Melanogaster variegatus","Xixon28",52
"Melanogaster variegatus","Xixon29",94
"Melanogaster variegatus","Xixon30",301
"Melanophyllum eyrei","Xixon30",23
"Metacordyceps chlamydosporia","Xixon01",15
"Metacordyceps chlamydosporia","Xixon02",575
"Metacordyceps chlamydosporia","Xixon05",304
"Metacordyceps chlamydosporia","Xixon06",772
"Metacordyceps chlamydosporia","Xixon07",467
"Metacordyceps chlamydosporia","Xixon08",174
"Metacordyceps chlamydosporia","Xixon09",73
"Metacordyceps chlamydosporia","Xixon10",12
"Metacordyceps chlamydosporia","Xixon12",1008
"Metacordyceps chlamydosporia","Xixon13",76
"Metacordyceps chlamydosporia","Xixon14",313
"Metacordyceps chlamydosporia","Xixon15",43
"Metacordyceps chlamydosporia","Xixon16",36
"Metacordyceps chlamydosporia","Xixon17",128
"Metacordyceps chlamydosporia","Xixon18",1290
"Metacordyceps chlamydosporia","Xixon19",16
"Metacordyceps chlamydosporia","Xixon21",20
"Metacordyceps chlamydosporia","Xixon22",57
"Metacordyceps chlamydosporia","Xixon25",459
"Metacordyceps chlamydosporia","Xixon26",674
"Metacordyceps chlamydosporia","Xixon27",406
"Metacordyceps chlamydosporia","Xixon28",232
"Metacordyceps chlamydosporia","Xixon29",299
"Metarhizium anisopliae","Xixon01",283
"Metarhizium anisopliae","Xixon02",88
"Metarhizium anisopliae","Xixon05",647
"Metarhizium anisopliae","Xixon06",181
"Metarhizium anisopliae","Xixon07",26557
"Metarhizium anisopliae","Xixon08",117
"Metarhizium anisopliae","Xixon10",16
"Metarhizium anisopliae","Xixon12",2523
"Metarhizium anisopliae","Xixon13",38
"Metarhizium anisopliae","Xixon14",244
"Metarhizium anisopliae","Xixon16",77009
"Metarhizium anisopliae","Xixon17",1169
"Metarhizium anisopliae","Xixon18",388
"Metarhizium anisopliae","Xixon21",213
"Metarhizium anisopliae","Xixon25",342
"Metarhizium anisopliae","Xixon26",2585
"Metarhizium anisopliae","Xixon27",2193
"Metarhizium anisopliae","Xixon28",245
"Metarhizium frigidum","Xixon01",111
"Metarhizium frigidum","Xixon02",341
"Metarhizium frigidum","Xixon05",85
"Metarhizium frigidum","Xixon06",242
"Metarhizium frigidum","Xixon22",17
"Metarhizium frigidum","Xixon24",29
"Metarhizium frigidum","Xixon28",18
"Metarhizium marquandii","Xixon01",2433
"Metarhizium marquandii","Xixon02",135
"Metarhizium marquandii","Xixon04",1190
"Metarhizium marquandii","Xixon05",1751
"Metarhizium marquandii","Xixon06",304
"Metarhizium marquandii","Xixon07",25
"Metarhizium marquandii","Xixon08",608
"Metarhizium marquandii","Xixon09",347
"Metarhizium marquandii","Xixon10",16
"Metarhizium marquandii","Xixon11",58
"Metarhizium marquandii","Xixon12",1667
"Metarhizium marquandii","Xixon13",143
"Metarhizium marquandii","Xixon14",1449
"Metarhizium marquandii","Xixon15",40
"Metarhizium marquandii","Xixon17",33
"Metarhizium marquandii","Xixon18",8961
"Metarhizium marquandii","Xixon19",287
"Metarhizium marquandii","Xixon20",102
"Metarhizium marquandii","Xixon21",298
"Metarhizium marquandii","Xixon24",63
"Metarhizium marquandii","Xixon25",1766
"Metarhizium marquandii","Xixon26",1942
"Metarhizium marquandii","Xixon27",1037
"Metarhizium marquandii","Xixon28",2359
"Metarhizium marquandii","Xixon29",555
"Metarhizium marquandii","Xixon30",95
"Microascus atrogriseus","Xixon02",25
"Microascus atrogriseus","Xixon21",34
"Microascus atrogriseus","Xixon28",18
"Microascus brevicaulis","Xixon06",502
"Microascus brevicaulis","Xixon17",38
"Microascus paisii","Xixon05",37
"Microascus paisii","Xixon14",25
"Microdochium paspali","Xixon01",39
"Microdochium paspali","Xixon06",27
"Microdochium paspali","Xixon07",15
"Microdochium paspali","Xixon12",36
"Microdochium paspali","Xixon13",39
"Microdochium paspali","Xixon14",17
"Microdochium paspali","Xixon20",81
"Microdochium paspali","Xixon25",38
"Microdochium paspali","Xixon26",42
"Microdochium paspali","Xixon27",21
"Microdochium phragmitis","Xixon05",77
"Minimedusa polyspora","Xixon20",15
"Minutisphaera japonica","Xixon07",12
"Minutisphaera japonica","Xixon09",13
"Minutisphaera japonica","Xixon28",101
"Mollisia dextrinospora","Xixon03",57
"Mollisia dextrinospora","Xixon20",28
"Mollisia dextrinospora","Xixon24",80
"Mollisia lothariana","Xixon11",19
"Mollisia undulatodepressula","Xixon14",44
"Monocillium griseo-ochraceum","Xixon01",547
"Monocillium griseo-ochraceum","Xixon02",1420
"Monocillium griseo-ochraceum","Xixon05",358
"Monocillium griseo-ochraceum","Xixon06",52
"Monocillium griseo-ochraceum","Xixon07",50
"Monocillium griseo-ochraceum","Xixon08",25
"Monocillium griseo-ochraceum","Xixon09",37
"Monocillium griseo-ochraceum","Xixon10",19
"Monocillium griseo-ochraceum","Xixon11",31
"Monocillium griseo-ochraceum","Xixon12",1010
"Monocillium griseo-ochraceum","Xixon13",33
"Monocillium griseo-ochraceum","Xixon14",136
"Monocillium griseo-ochraceum","Xixon15",70
"Monocillium griseo-ochraceum","Xixon18",42
"Monocillium griseo-ochraceum","Xixon19",380
"Monocillium griseo-ochraceum","Xixon20",191
"Monocillium griseo-ochraceum","Xixon21",55
"Monocillium griseo-ochraceum","Xixon24",53
"Monocillium griseo-ochraceum","Xixon26",108
"Monocillium griseo-ochraceum","Xixon27",402
"Monocillium griseo-ochraceum","Xixon28",127
"Monocillium griseo-ochraceum","Xixon29",184
"Monocillium griseo-ochraceum","Xixon30",398
"Monocillium ligusticum","Xixon01",230
"Monocillium ligusticum","Xixon05",110
"Monocillium ligusticum","Xixon06",32
"Monocillium ligusticum","Xixon07",13
"Monocillium ligusticum","Xixon09",157
"Monocillium ligusticum","Xixon11",11
"Monocillium ligusticum","Xixon13",32
"Monocillium ligusticum","Xixon15",16
"Monocillium ligusticum","Xixon16",48
"Monocillium loricatum","Xixon05",14
"Monocillium loricatum","Xixon10",11
"Monocillium loricatum","Xixon18",41
"Monocillium loricatum","Xixon27",62
"Monocillium mucidum","Xixon01",663
"Monocillium mucidum","Xixon07",120
"Monocillium mucidum","Xixon08",15
"Monocillium mucidum","Xixon20",13
"Monographella nivalis","Xixon05",31
"Monographella nivalis","Xixon06",15
"Monographella nivalis","Xixon07",44
"Monographella nivalis","Xixon13",15
"Monographella nivalis","Xixon17",14
"Montagnula scabiosae","Xixon05",35
"Montagnula scabiosae","Xixon07",203
"Montagnula scabiosae","Xixon09",44
"Mortierella alpina","Xixon01",931
"Mortierella alpina","Xixon02",15
"Mortierella alpina","Xixon05",230
"Mortierella alpina","Xixon06",279
"Mortierella alpina","Xixon07",205
"Mortierella alpina","Xixon08",302
"Mortierella alpina","Xixon09",405
"Mortierella alpina","Xixon10",56
"Mortierella alpina","Xixon11",89
"Mortierella alpina","Xixon12",51
"Mortierella alpina","Xixon14",160
"Mortierella alpina","Xixon16",386
"Mortierella alpina","Xixon17",68
"Mortierella alpina","Xixon18",249
"Mortierella alpina","Xixon20",20
"Mortierella alpina","Xixon21",101
"Mortierella alpina","Xixon22",158
"Mortierella alpina","Xixon25",275
"Mortierella alpina","Xixon27",330
"Mortierella alpina","Xixon28",154
"Mortierella amoeboidea","Xixon01",552
"Mortierella amoeboidea","Xixon02",158
"Mortierella amoeboidea","Xixon03",133
"Mortierella amoeboidea","Xixon04",205
"Mortierella amoeboidea","Xixon05",75
"Mortierella amoeboidea","Xixon06",199
"Mortierella amoeboidea","Xixon07",36
"Mortierella amoeboidea","Xixon08",49
"Mortierella amoeboidea","Xixon09",633
"Mortierella amoeboidea","Xixon10",838
"Mortierella amoeboidea","Xixon11",396
"Mortierella amoeboidea","Xixon13",196
"Mortierella amoeboidea","Xixon14",674
"Mortierella amoeboidea","Xixon15",37
"Mortierella amoeboidea","Xixon16",482
"Mortierella amoeboidea","Xixon17",100
"Mortierella amoeboidea","Xixon18",73
"Mortierella amoeboidea","Xixon19",660
"Mortierella amoeboidea","Xixon20",956
"Mortierella amoeboidea","Xixon21",347
"Mortierella amoeboidea","Xixon22",984
"Mortierella amoeboidea","Xixon23",496
"Mortierella amoeboidea","Xixon24",1025
"Mortierella amoeboidea","Xixon26",94
"Mortierella amoeboidea","Xixon27",79
"Mortierella amoeboidea","Xixon28",205
"Mortierella amoeboidea","Xixon29",1118
"Mortierella amoeboidea","Xixon30",1456
"Mortierella capitata","Xixon05",39
"Mortierella cystojenkinii","Xixon24",86
"Mortierella echinula","Xixon03",31
"Mortierella echinula","Xixon24",481
"Mortierella elongatula","Xixon18",22
"Mortierella fluviae","Xixon03",14
"Mortierella fluviae","Xixon14",29
"Mortierella fluviae","Xixon21",18
"Mortierella fluviae","Xixon24",35
"Mortierella gamsii","Xixon01",119
"Mortierella gamsii","Xixon02",403
"Mortierella gamsii","Xixon03",32
"Mortierella gamsii","Xixon04",20
"Mortierella gamsii","Xixon05",140
"Mortierella gamsii","Xixon08",90
"Mortierella gamsii","Xixon09",56
"Mortierella gamsii","Xixon10",330
"Mortierella gamsii","Xixon12",121
"Mortierella gamsii","Xixon14",87
"Mortierella gamsii","Xixon18",161
"Mortierella gamsii","Xixon21",21
"Mortierella gamsii","Xixon24",39
"Mortierella gamsii","Xixon26",568
"Mortierella gamsii","Xixon27",208
"Mortierella gamsii","Xixon29",361
"Mortierella globulifera","Xixon01",20
"Mortierella globulifera","Xixon02",1029
"Mortierella globulifera","Xixon03",26
"Mortierella globulifera","Xixon13",12
"Mortierella globulifera","Xixon14",2417
"Mortierella globulifera","Xixon24",134
"Mortierella globulifera","Xixon29",104
"Mortierella humilis","Xixon03",4136
"Mortierella humilis","Xixon14",265
"Mortierella humilis","Xixon24",2957
"Mortierella humilis","Xixon29",787
"Mortierella hyalina","Xixon30",30
"Mortierella minutissima","Xixon01",693
"Mortierella minutissima","Xixon02",158
"Mortierella minutissima","Xixon03",103
"Mortierella minutissima","Xixon04",1112
"Mortierella minutissima","Xixon05",1227
"Mortierella minutissima","Xixon06",210
"Mortierella minutissima","Xixon07",1433
"Mortierella minutissima","Xixon08",277
"Mortierella minutissima","Xixon09",48
"Mortierella minutissima","Xixon10",618
"Mortierella minutissima","Xixon11",94
"Mortierella minutissima","Xixon12",4877
"Mortierella minutissima","Xixon13",288
"Mortierella minutissima","Xixon14",3681
"Mortierella minutissima","Xixon15",81
"Mortierella minutissima","Xixon16",59
"Mortierella minutissima","Xixon17",33
"Mortierella minutissima","Xixon18",3277
"Mortierella minutissima","Xixon20",50
"Mortierella minutissima","Xixon21",96
"Mortierella minutissima","Xixon22",295
"Mortierella minutissima","Xixon24",1200
"Mortierella minutissima","Xixon25",589
"Mortierella minutissima","Xixon26",2053
"Mortierella minutissima","Xixon27",2378
"Mortierella minutissima","Xixon28",2237
"Mortierella minutissima","Xixon29",1533
"Mortierella minutissima","Xixon30",273
"Mortierella paraensis","Xixon02",34
"Mortierella paraensis","Xixon14",52
"Mortierella paraensis","Xixon15",15
"Mortierella paraensis","Xixon24",32
"Mortierella polygonia","Xixon01",28
"Mortierella polygonia","Xixon02",33
"Mortierella polygonia","Xixon03",25
"Mortierella polygonia","Xixon05",80
"Mortierella polygonia","Xixon06",22
"Mortierella polygonia","Xixon12",431
"Mortierella polygonia","Xixon18",606
"Mortierella polygonia","Xixon25",300
"Mortierella polygonia","Xixon26",564
"Mortierella polygonia","Xixon27",18
"Mortierella polygonia","Xixon28",225
"Mortierella polygonia","Xixon29",145
"Mortierella polygonia","Xixon30",391
"Mortierella tsukubaensis","Xixon03",21
"Mortierella tsukubaensis","Xixon24",40
"Murilentithecium lonicerae","Xixon11",20
"Murispora cicognanii","Xixon20",14
"Musicillium theobromae","Xixon28",56
"Mycoarthris corallina","Xixon08",16
"Mycoarthris corallina","Xixon18",24
"Mycoarthris corallina","Xixon25",11
"Mycoarthris corallina","Xixon29",39
"Mycosphaerella tassiana","Xixon01",30
"Mycosphaerella tassiana","Xixon02",83
"Mycosphaerella tassiana","Xixon04",12
"Mycosphaerella tassiana","Xixon05",404
"Mycosphaerella tassiana","Xixon06",404
"Mycosphaerella tassiana","Xixon07",101
"Mycosphaerella tassiana","Xixon08",31
"Mycosphaerella tassiana","Xixon09",228
"Mycosphaerella tassiana","Xixon10",70
"Mycosphaerella tassiana","Xixon11",38
"Mycosphaerella tassiana","Xixon12",121
"Mycosphaerella tassiana","Xixon13",63
"Mycosphaerella tassiana","Xixon14",393
"Mycosphaerella tassiana","Xixon16",167
"Mycosphaerella tassiana","Xixon17",786
"Mycosphaerella tassiana","Xixon18",621
"Mycosphaerella tassiana","Xixon19",152
"Mycosphaerella tassiana","Xixon20",6304
"Mycosphaerella tassiana","Xixon21",80
"Mycosphaerella tassiana","Xixon22",355
"Mycosphaerella tassiana","Xixon23",36
"Mycosphaerella tassiana","Xixon24",123
"Mycosphaerella tassiana","Xixon25",409
"Mycosphaerella tassiana","Xixon26",61
"Mycosphaerella tassiana","Xixon27",140
"Mycosphaerella tassiana","Xixon28",57
"Mycosphaerella tassiana","Xixon29",99
"Mycosphaerella tassiana","Xixon30",19
"Myriodontium keratinophilum","Xixon29",17
"Myrmecridium phragmitis","Xixon05",147
"Myrmecridium phragmitis","Xixon06",23
"Myrmecridium phragmitis","Xixon13",15
"Myrmecridium phragmitis","Xixon14",110
"Myrmecridium phragmitis","Xixon20",12
"Myrmecridium phragmitis","Xixon27",646
"Myrmecridium phragmitis","Xixon28",14
"Myrmecridium schulzeri","Xixon01",16
"Myrmecridium schulzeri","Xixon02",63
"Myrmecridium schulzeri","Xixon05",151
"Myrmecridium schulzeri","Xixon06",160
"Myrmecridium schulzeri","Xixon09",46
"Myrmecridium schulzeri","Xixon10",53
"Myrmecridium schulzeri","Xixon11",74
"Myrmecridium schulzeri","Xixon12",1294
"Myrmecridium schulzeri","Xixon13",782
"Myrmecridium schulzeri","Xixon14",217
"Myrmecridium schulzeri","Xixon18",562
"Myrmecridium schulzeri","Xixon19",117
"Myrmecridium schulzeri","Xixon20",382
"Myrmecridium schulzeri","Xixon25",203
"Myrmecridium schulzeri","Xixon26",1167
"Myrmecridium schulzeri","Xixon27",165
"Myrmecridium schulzeri","Xixon28",182
"Myrmecridium spartii","Xixon05",30
"Myrmecridium spartii","Xixon20",105
"Nadsonia starkeyi-henricii","Xixon14",19
"Naganishia albida","Xixon06",17
"Naganishia albida","Xixon20",112
"Naganishia cerealis","Xixon14",86
"Naganishia uzbekistanensis","Xixon20",342
"Natantiella ligneola","Xixon24",19
"Naucoria luteolofibrillosa","Xixon28",18
"Nectria ramulariae","Xixon05",33
"Nectria ramulariae","Xixon12",15
"Nectria ramulariae","Xixon18",88
"Nectria ramulariae","Xixon28",132
"Neoascochyta desmazieri","Xixon12",67
"Neoascochyta desmazieri","Xixon18",485
"Neoascochyta desmazieri","Xixon25",41
"Neoascochyta desmazieri","Xixon26",245
"Neoascochyta desmazieri","Xixon27",34
"Neoascochyta paspali","Xixon05",281
"Neoascochyta paspali","Xixon06",17
"Neoascochyta paspali","Xixon09",168
"Neoascochyta paspali","Xixon12",93
"Neoascochyta paspali","Xixon14",65
"Neoascochyta tardicrescens","Xixon05",19
"Neoascochyta tardicrescens","Xixon09",42
"Neoascochyta tardicrescens","Xixon14",22
"Neobulgaria premnophila","Xixon08",27
"Neobulgaria premnophila","Xixon18",42
"Neobulgaria premnophila","Xixon28",12
"Neocosmospora falciformis","Xixon11",47
"Neocucurbitaria keratinophila","Xixon29",56
"Neocucurbitaria populi","Xixon24",23
"Neocucurbitaria populi","Xixon29",44
"Neodevriesia capensis","Xixon19",55
"Neodevriesia capensis","Xixon20",15
"Neodevriesia knoxdaviesii","Xixon19",195
"Neodevriesia poagena","Xixon11",27
"Neomicrosphaeropsis elaeagni","Xixon01",29
"Neomicrosphaeropsis elaeagni","Xixon06",96
"Neomicrosphaeropsis elaeagni","Xixon13",23
"Neomicrosphaeropsis elaeagni","Xixon28",57
"Neopestalotiopsis foedans","Xixon13",29
"Neopestalotiopsis foedans","Xixon28",150
"Neopestalotiopsis steyaertii","Xixon30",13
"Neophaeomoniella eucalypti","Xixon19",544
"Neophaeomoniella niveniae","Xixon19",89
"Neosetophoma rosarum","Xixon08",16
"Neosulcatispora strelitziae","Xixon11",13
"Neptunomyces aureus","Xixon02",73
"Neptunomyces aureus","Xixon04",105
"Neptunomyces aureus","Xixon05",312
"Neptunomyces aureus","Xixon09",102
"Neptunomyces aureus","Xixon10",99
"Neptunomyces aureus","Xixon14",31
"Neptunomyces aureus","Xixon16",31
"Neptunomyces aureus","Xixon28",12
"Neurospora terricola","Xixon06",382
"Neurospora terricola","Xixon25",1479
"Niesslia exosporioides","Xixon06",24
"Niesslia exosporioides","Xixon14",31
"Niesslia indica","Xixon02",20
"Niesslia indica","Xixon05",29
"Niesslia indica","Xixon09",46
"Niesslia indica","Xixon11",14
"Niesslia indica","Xixon12",125
"Niesslia indica","Xixon13",39
"Niesslia indica","Xixon20",19
"Niesslia indica","Xixon23",200
"Niesslia indica","Xixon25",35
"Niesslia indica","Xixon26",138
"Niesslia indica","Xixon27",85
"Niesslia tenuis","Xixon13",12
"Niesslia tenuis","Xixon24",60
"Niesslia tenuis","Xixon29",37
"Nigrosabulum globosum","Xixon05",36
"Nigrosabulum globosum","Xixon08",20
"Nigrospora musae","Xixon02",914
"Nigrospora musae","Xixon05",334
"Nigrospora musae","Xixon06",114
"Nigrospora musae","Xixon09",79
"Nigrospora musae","Xixon13",71
"Nigrospora musae","Xixon14",31
"Nigrospora musae","Xixon28",16
"Nigrospora oryzae","Xixon02",37
"Nigrospora oryzae","Xixon07",25
"Nigrospora oryzae","Xixon09",233
"Nigrospora oryzae","Xixon12",106
"Nigrospora oryzae","Xixon14",48
"Nigrospora oryzae","Xixon15",23
"Nigrospora oryzae","Xixon27",325
"Nothophoma variabilis","Xixon18",123
"Nothophoma variabilis","Xixon22",39
"Nothophoma variabilis","Xixon28",19
"Nothophoma variabilis","Xixon29",32
"Occultifur mephitis","Xixon09",56
"Occultifur tropicalis","Xixon06",372
"Ochroconis longiphorum","Xixon19",15
"Ochroconis tshawytschae","Xixon20",15
"Ogataea salicorniae","Xixon07",20
"Oidiodendron chlamydosporicum","Xixon03",1723
"Oidiodendron chlamydosporicum","Xixon24",645
"Oidiodendron chlamydosporicum","Xixon28",22
"Oidiodendron chlamydosporicum","Xixon29",1042
"Oidiodendron chlamydosporicum","Xixon30",85
"Oidiodendron echinulatum","Xixon29",17
"Oidiodendron griseum","Xixon03",227
"Oidiodendron griseum","Xixon24",60
"Oidiodendron griseum","Xixon29",20
"Oidiodendron griseum","Xixon30",77
"Oidiodendron maius","Xixon03",325
"Oidiodendron maius","Xixon24",420
"Oidiodendron maius","Xixon29",42
"Oidiodendron maius","Xixon30",523
"Oidiodendron pilicola","Xixon03",138
"Olpidium brassicae","Xixon01",178
"Olpidium brassicae","Xixon06",45655
"Olpidium brassicae","Xixon07",27
"Olpidium brassicae","Xixon10",12
"Olpidium brassicae","Xixon12",26
"Olpidium brassicae","Xixon14",14
"Olpidium brassicae","Xixon18",14
"Olpidium brassicae","Xixon19",21
"Olpidium brassicae","Xixon20",29
"Olpidium brassicae","Xixon21",124
"Olpidium brassicae","Xixon25",25
"Olpidium brassicae","Xixon26",17
"Operculomyces laminatus","Xixon05",37
"Operculomyces laminatus","Xixon08",20
"Operculomyces laminatus","Xixon09",17
"Operculomyces laminatus","Xixon13",12
"Operculomyces laminatus","Xixon28",112
"Operculomyces laminatus","Xixon29",56
"Ophiocordyceps arborescens","Xixon02",14
"Ophiocordyceps arborescens","Xixon28",20
"Ophiocordyceps arborescens","Xixon29",64
"Ophiosphaerella aquatica","Xixon06",45
"Ophiosphaerella aquatica","Xixon14",20
"Ovicillium napiforme","Xixon30",17
"Ovicillium subglobosum","Xixon15",35
"Ovicillium subglobosum","Xixon22",33
"Ovicillium subglobosum","Xixon29",20
"Panaeolus semiovatus","Xixon01",16
"Panaeolus semiovatus","Xixon12",28
"Panaeolus semiovatus","Xixon18",82
"Panaeolus semiovatus","Xixon25",73
"Panaeolus semiovatus","Xixon26",1601
"Panaeolus semiovatus","Xixon27",58
"Papiliotrema flavescens","Xixon18",17
"Papiliotrema flavescens","Xixon20",133
"Papiliotrema frias","Xixon06",25
"Papiliotrema frias","Xixon09",18
"Papiliotrema frias","Xixon22",14
"Papiliotrema frias","Xixon25",12
"Papiliotrema laurentii","Xixon09",65
"Papiliotrema laurentii","Xixon13",24
"Papiliotrema laurentii","Xixon16",54
"Papiliotrema laurentii","Xixon20",24
"Papiliotrema leoncinii","Xixon24",27
"Papiliotrema leoncinii","Xixon29",27
"Papiliotrema plantarum","Xixon22",15
"Papiliotrema terrestris","Xixon20",149
"Paraconiothyrium archidendri","Xixon22",36
"Paraconiothyrium archidendri","Xixon24",52
"Paraconiothyrium archidendri","Xixon29",23
"Paraconiothyrium archidendri","Xixon30",25
"Paraconiothyrium fuckelii","Xixon02",38
"Paraconiothyrium fuckelii","Xixon06",76
"Paraconiothyrium fuckelii","Xixon08",111
"Paraconiothyrium fuckelii","Xixon28",13
"Paraconiothyrium variabile","Xixon06",93
"Paracremonium binnewijzendii","Xixon08",15
"Paracremonium binnewijzendii","Xixon13",56
"Paracremonium binnewijzendii","Xixon28",22
"Paradendryphiella arenariae","Xixon10",162
"Paraglomus laccatum","Xixon02",69
"Paraglomus laccatum","Xixon09",15
"Paralepista flaccida","Xixon08",16
"Paralepista flaccida","Xixon09",13
"Paralepista flaccida","Xixon19",13
"Paramyrothecium humicola","Xixon09",313
"Paramyrothecium humicola","Xixon12",19
"Paramyrothecium humicola","Xixon13",40
"Paramyrothecium humicola","Xixon20",56
"Paramyrothecium humicola","Xixon21",104
"Paramyrothecium humicola","Xixon22",227
"Paramyrothecium humicola","Xixon27",1119
"Paraphaeosphaeria michotii","Xixon11",75
"Paraphaeosphaeria michotii","Xixon19",55
"Paraphaeosphaeria michotii","Xixon22",40
"Paraphaeosphaeria neglecta","Xixon05",52
"Paraphaeosphaeria neglecta","Xixon13",37
"Paraphaeosphaeria neglecta","Xixon19",83
"Paraphaeosphaeria neglecta","Xixon27",11
"Paraphaeosphaeria neglecta","Xixon28",68
"Paraphaeosphaeria sardoa","Xixon30",24
"Paraphaeosphaeria viciae","Xixon10",83
"Paraphaeosphaeria viciae","Xixon28",63
"Paraphoma pye","Xixon20",52
"Paraphoma radicina","Xixon27",157
"Paraphoma rhaphiolepidis","Xixon01",770
"Paraphoma rhaphiolepidis","Xixon04",14
"Paraphoma rhaphiolepidis","Xixon07",42
"Paraphoma rhaphiolepidis","Xixon08",210
"Paraphoma rhaphiolepidis","Xixon09",290
"Paraphoma rhaphiolepidis","Xixon10",30
"Paraphoma rhaphiolepidis","Xixon12",81
"Paraphoma rhaphiolepidis","Xixon13",103
"Paraphoma rhaphiolepidis","Xixon16",25
"Paraphoma rhaphiolepidis","Xixon17",79
"Paraphoma rhaphiolepidis","Xixon19",175
"Paraphoma rhaphiolepidis","Xixon20",311
"Paraphoma rhaphiolepidis","Xixon21",186
"Paraphoma rhaphiolepidis","Xixon23",36
"Paraphoma rhaphiolepidis","Xixon25",44
"Paraphoma rhaphiolepidis","Xixon26",48
"Parasarocladium radiatum","Xixon12",72
"Parasarocladium radiatum","Xixon26",137
"Parascedosporium putredinis","Xixon02",779
"Parascedosporium putredinis","Xixon04",12
"Parascedosporium putredinis","Xixon06",410
"Parascedosporium putredinis","Xixon08",83
"Parascedosporium putredinis","Xixon13",35
"Parascedosporium putredinis","Xixon19",14
"Parascedosporium putredinis","Xixon28",22
"Parascedosporium putredinis","Xixon29",17
"Parascutellinia carneosanguinea","Xixon28",122
"Parasola auricoma","Xixon08",29
"Parasola conopilea","Xixon11",11
"Parathyridaria rosae","Xixon08",57
"Parathyridaria rosae","Xixon13",35
"Parathyridaria rosae","Xixon20",478
"Parathyridaria rosae","Xixon22",27
"Parathyridaria rosae","Xixon28",36
"Parathyridaria rosae","Xixon29",26
"Paratricharina poiraultii","Xixon16",23
"Paratricharina poiraultii","Xixon22",132
"Paratrimmatostroma kunmingensis","Xixon20",17
"Paxillus cuprinus","Xixon30",22
"Paxillus olivellus","Xixon28",47
"Penicillium adametzioides","Xixon29",20
"Penicillium atrosanguineum","Xixon01",22
"Penicillium atrosanguineum","Xixon02",47
"Penicillium atrosanguineum","Xixon05",89
"Penicillium atrosanguineum","Xixon13",153
"Penicillium bialowiezense","Xixon01",15
"Penicillium bialowiezense","Xixon13",24
"Penicillium bialowiezense","Xixon20",26
"Penicillium bialowiezense","Xixon24",344
"Penicillium bialowiezense","Xixon28",101
"Penicillium bialowiezense","Xixon29",144
"Penicillium bialowiezense","Xixon30",33
"Penicillium brasilianum","Xixon01",998
